Experiment ID,participant,word,Response,list,Reaction Time,Trial Number,catch_trial,UTC Date and Time,dates
139467.0,9443676.0,sole (only),3,16.0,7600.0,1.0,False,29/09/2023 00:38:00,2023-09-29 00:38:00
139467.0,9443676.0,process (understand),4,16.0,2300.0,2.0,False,29/09/2023 00:38:02,2023-09-29 00:38:02
139467.0,9443676.0,speaker (orator),3,16.0,2332.0,3.0,False,29/09/2023 00:38:04,2023-09-29 00:38:04
139467.0,9443676.0,drop (fall),5,16.0,1795.0,4.0,False,29/09/2023 00:38:06,2023-09-29 00:38:06
139467.0,9443676.0,bat (club),2,16.0,1901.0,5.0,False,29/09/2023 00:38:08,2023-09-29 00:38:08
139467.0,9443676.0,plant (flower),3,16.0,1400.0,6.0,False,29/09/2023 00:38:09,2023-09-29 00:38:09
139467.0,9443676.0,party (celebration),5,16.0,1334.0,7.0,False,29/09/2023 00:38:11,2023-09-29 00:38:11
139467.0,9443676.0,prick (stab),4,16.0,1265.0,8.0,False,29/09/2023 00:38:12,2023-09-29 00:38:12
139467.0,9443676.0,rocket (go quickly),3,16.0,1101.0,9.0,False,29/09/2023 00:38:13,2023-09-29 00:38:13
139467.0,9443676.0,live (to exist),5,16.0,1100.0,10.0,False,29/09/2023 00:38:14,2023-09-29 00:38:14
139467.0,9443676.0,watch (wrist),3,16.0,1017.0,11.0,False,29/09/2023 00:38:15,2023-09-29 00:38:15
139467.0,9443676.0,fast (quick),5,16.0,967.0,12.0,False,29/09/2023 00:38:16,2023-09-29 00:38:16
139467.0,9443676.0,fork (road),5,16.0,1042.0,13.0,False,29/09/2023 00:38:17,2023-09-29 00:38:17
139467.0,9443676.0,pride (lions),3,16.0,995.0,14.0,False,29/09/2023 00:38:18,2023-09-29 00:38:18
139467.0,9443676.0,star (celebrity),3,16.0,966.0,15.0,False,29/09/2023 00:38:19,2023-09-29 00:38:19
139467.0,9443676.0,club (tool),5,16.0,1001.0,16.0,False,29/09/2023 00:38:20,2023-09-29 00:38:20
139467.0,9443676.0,bank (rely),5,16.0,1050.0,17.0,False,29/09/2023 00:38:21,2023-09-29 00:38:21
139467.0,9443676.0,right (correct),5,16.0,982.0,18.0,False,29/09/2023 00:38:22,2023-09-29 00:38:22
139467.0,9443676.0,coast (glide),5,16.0,1001.0,19.0,False,29/09/2023 00:38:23,2023-09-29 00:38:23
139467.0,9443676.0,cast (plaster bandage),5,16.0,1067.0,20.0,False,29/09/2023 00:38:24,2023-09-29 00:38:24
139467.0,9443676.0,boxer (dog),4,16.0,1067.0,21.0,False,29/09/2023 00:38:25,2023-09-29 00:38:25
139467.0,9443676.0,nail (finger),4,16.0,1032.0,22.0,False,29/09/2023 00:38:26,2023-09-29 00:38:26
139467.0,9443676.0,This is a test; click 1.,1,16.0,2242.0,23.0,True,29/09/2023 00:38:28,2023-09-29 00:38:28
139467.0,9443676.0,range (outdoors),5,16.0,1662.0,24.0,False,29/09/2023 00:38:30,2023-09-29 00:38:30
139467.0,9443676.0,logs (wood),2,16.0,1001.0,25.0,False,29/09/2023 00:38:31,2023-09-29 00:38:31
139467.0,9443676.0,book (read),5,16.0,982.0,26.0,False,29/09/2023 00:38:32,2023-09-29 00:38:32
139467.0,9443676.0,head (body),1,16.0,999.0,27.0,False,29/09/2023 00:38:33,2023-09-29 00:38:33
139467.0,9443676.0,bass (guitar),4,16.0,1143.0,28.0,False,29/09/2023 00:38:34,2023-09-29 00:38:34
139467.0,9443676.0,stall (kiosk),3,16.0,778.0,29.0,False,29/09/2023 00:38:35,2023-09-29 00:38:35
139467.0,9443676.0,cock (bird),5,16.0,916.0,30.0,False,29/09/2023 00:38:36,2023-09-29 00:38:36
139467.0,9443676.0,text (written work),3,16.0,926.0,31.0,False,29/09/2023 00:38:36,2023-09-29 00:38:36
139467.0,9443676.0,poach (cook),6,16.0,1296.0,32.0,False,29/09/2023 00:38:38,2023-09-29 00:38:38
139467.0,9443676.0,patient (tolerant),3,16.0,1108.0,33.0,False,29/09/2023 00:38:39,2023-09-29 00:38:39
139467.0,9443676.0,mad (crazy),4,16.0,1246.0,34.0,False,29/09/2023 00:38:40,2023-09-29 00:38:40
139467.0,9443676.0,live (not recorded),3,16.0,1134.0,35.0,False,29/09/2023 00:38:41,2023-09-29 00:38:41
139467.0,9443676.0,couch (express),5,16.0,949.0,36.0,False,29/09/2023 00:38:42,2023-09-29 00:38:42
139467.0,9443676.0,tweet (Twitter),2,16.0,934.0,37.0,False,29/09/2023 00:38:43,2023-09-29 00:38:43
139467.0,9443676.0,stir (cook),6,16.0,767.0,38.0,False,29/09/2023 00:38:44,2023-09-29 00:38:44
139467.0,9443676.0,hold (store),2,16.0,1200.0,39.0,False,29/09/2023 00:38:45,2023-09-29 00:38:45
139467.0,9443676.0,stick (thin piece of wood),5,16.0,1750.0,40.0,False,29/09/2023 00:38:47,2023-09-29 00:38:47
139467.0,9443676.0,sick (ill),2,16.0,1688.0,41.0,False,29/09/2023 00:38:48,2023-09-29 00:38:48
139467.0,9443676.0,select (choose),7,16.0,10828.0,42.0,False,29/09/2023 00:38:59,2023-09-29 00:38:59
139467.0,9443676.0,litter (animal babies),2,16.0,1451.0,43.0,False,29/09/2023 00:39:01,2023-09-29 00:39:01
139467.0,9443676.0,tense (verb),3,16.0,982.0,44.0,False,29/09/2023 00:39:02,2023-09-29 00:39:02
139467.0,9443676.0,present (show),4,16.0,951.0,45.0,False,29/09/2023 00:39:03,2023-09-29 00:39:03
139467.0,9443676.0,groom (bride),3,16.0,900.0,46.0,False,29/09/2023 00:39:03,2023-09-29 00:39:03
139467.0,9443676.0,kiwi (fruit),4,16.0,949.0,47.0,False,29/09/2023 00:39:04,2023-09-29 00:39:04
139467.0,9443676.0,contract (agreement),3,16.0,984.0,48.0,False,29/09/2023 00:39:05,2023-09-29 00:39:05
139467.0,9443676.0,hooker (prostitute),4,16.0,1002.0,49.0,False,29/09/2023 00:39:06,2023-09-29 00:39:06
139467.0,9443676.0,deal (with),5,16.0,933.0,50.0,False,29/09/2023 00:39:07,2023-09-29 00:39:07
139467.0,9443676.0,peer (look),3,16.0,950.0,51.0,False,29/09/2023 00:39:08,2023-09-29 00:39:08
139467.0,9443676.0,mass (religious),5,16.0,899.0,52.0,False,29/09/2023 00:39:09,2023-09-29 00:39:09
139467.0,9443711.0,litter (animal babies),5,16.0,8325.79099998808,1.0,False,29/09/2023 01:45:37,2023-09-29 01:45:37
139467.0,9443711.0,coast (glide),5,16.0,8450.183,2.0,False,29/09/2023 01:45:46,2023-09-29 01:45:46
139467.0,9443711.0,deal (with),2,16.0,7109.964,3.0,False,29/09/2023 01:45:53,2023-09-29 01:45:53
139467.0,9443711.0,groom (bride),6,16.0,3428.52399998808,4.0,False,29/09/2023 01:45:56,2023-09-29 01:45:56
139467.0,9443711.0,fork (road),6,16.0,3271.308000000001,5.0,False,29/09/2023 01:46:00,2023-09-29 01:46:00
139467.0,9443711.0,book (read),7,16.0,2360.12800000596,6.0,False,29/09/2023 01:46:02,2023-09-29 01:46:02
139467.0,9443711.0,This is a test; click 1.,1,16.0,2477.785000011921,7.0,True,29/09/2023 01:46:04,2023-09-29 01:46:04
139467.0,9443711.0,kiwi (fruit),7,16.0,2130.8139999880805,8.0,False,29/09/2023 01:46:07,2023-09-29 01:46:07
139467.0,9443711.0,mad (crazy),1,16.0,4191.91900001192,9.0,False,29/09/2023 01:46:11,2023-09-29 01:46:11
139467.0,9443711.0,bat (club),7,16.0,3361.9679999940417,10.0,False,29/09/2023 01:46:14,2023-09-29 01:46:14
139467.0,9443711.0,cock (bird),7,16.0,6817.317000000003,11.0,False,29/09/2023 01:46:21,2023-09-29 01:46:21
139467.0,9443711.0,text (written work),5,16.0,4164.949999999997,12.0,False,29/09/2023 01:46:25,2023-09-29 01:46:25
139467.0,9443711.0,plant (flower),7,16.0,2296.9679999880755,13.0,False,29/09/2023 01:46:27,2023-09-29 01:46:27
139467.0,9443711.0,prick (stab),6,16.0,5299.71100000001,14.0,False,29/09/2023 01:46:33,2023-09-29 01:46:33
139467.0,9443711.0,nail (finger),6,16.0,3493.437000005957,15.0,False,29/09/2023 01:46:36,2023-09-29 01:46:36
139467.0,9443711.0,mass (religious),3,16.0,3296.79699999404,16.0,False,29/09/2023 01:46:39,2023-09-29 01:46:39
139467.0,9443711.0,speaker (orator),5,16.0,2799.112999994046,17.0,False,29/09/2023 01:46:42,2023-09-29 01:46:42
139467.0,9443711.0,patient (tolerant),2,16.0,3873.003000011915,18.0,False,29/09/2023 01:46:46,2023-09-29 01:46:46
139467.0,9443711.0,watch (wrist),7,16.0,3420.733999994045,19.0,False,29/09/2023 01:46:49,2023-09-29 01:46:49
139467.0,9443711.0,fast (quick),3,16.0,2723.4589999880845,20.0,False,29/09/2023 01:46:52,2023-09-29 01:46:52
139467.0,9443711.0,star (celebrity),5,16.0,1963.88300001192,21.0,False,29/09/2023 01:46:54,2023-09-29 01:46:54
139467.0,9443711.0,live (to exist),3,16.0,2166.823999999993,22.0,False,29/09/2023 01:46:56,2023-09-29 01:46:56
139467.0,9443711.0,tweet (Twitter),5,16.0,2865.469000005964,23.0,False,29/09/2023 01:46:59,2023-09-29 01:46:59
139467.0,9443711.0,couch (express),3,16.0,9507.193,24.0,False,29/09/2023 01:47:09,2023-09-29 01:47:09
139467.0,9443711.0,present (show),5,16.0,4645.399000005957,25.0,False,29/09/2023 01:47:13,2023-09-29 01:47:13
139467.0,9443711.0,bass (guitar),6,16.0,2070.8569999880856,26.0,False,29/09/2023 01:47:15,2023-09-29 01:47:15
139467.0,9443711.0,logs (wood),7,16.0,1759.963999994041,27.0,False,29/09/2023 01:47:17,2023-09-29 01:47:17
139467.0,9443711.0,hooker (prostitute),5,16.0,2464.757000011916,28.0,False,29/09/2023 01:47:20,2023-09-29 01:47:20
139467.0,9443711.0,boxer (dog),6,16.0,2363.966999994038,29.0,False,29/09/2023 01:47:22,2023-09-29 01:47:22
139467.0,9443711.0,process (understand),2,16.0,3587.865000005957,30.0,False,29/09/2023 01:47:25,2023-09-29 01:47:25
139467.0,9443711.0,drop (fall),4,16.0,5450.240000000005,31.0,False,29/09/2023 01:47:31,2023-09-29 01:47:31
139467.0,9443711.0,rocket (go quickly),3,16.0,3444.414999988076,32.0,False,29/09/2023 01:47:34,2023-09-29 01:47:34
139467.0,9443711.0,stir (cook),5,16.0,2716.518000000011,33.0,False,29/09/2023 01:47:37,2023-09-29 01:47:37
139467.0,9443711.0,contract (agreement),6,16.0,2529.857999999993,34.0,False,29/09/2023 01:47:40,2023-09-29 01:47:40
139467.0,9443711.0,tense (verb),2,16.0,3083.4889999999723,35.0,False,29/09/2023 01:47:43,2023-09-29 01:47:43
139467.0,9443711.0,range (outdoors),3,16.0,3203.460999994044,36.0,False,29/09/2023 01:47:46,2023-09-29 01:47:46
139467.0,9443711.0,head (body),6,16.0,2959.548999999999,37.0,False,29/09/2023 01:47:49,2023-09-29 01:47:49
139467.0,9443711.0,peer (look),5,16.0,2386.398000011919,38.0,False,29/09/2023 01:47:51,2023-09-29 01:47:51
139467.0,9443711.0,sick (ill),5,16.0,2599.787000000011,39.0,False,29/09/2023 01:47:54,2023-09-29 01:47:54
139467.0,9443711.0,poach (cook),4,16.0,2946.368999988073,40.0,False,29/09/2023 01:47:57,2023-09-29 01:47:57
139467.0,9443711.0,cast (plaster bandage),5,16.0,6771.419000005961,41.0,False,29/09/2023 01:48:03,2023-09-29 01:48:03
139467.0,9443711.0,hold (store),3,16.0,2500.1180000000168,42.0,False,29/09/2023 01:48:06,2023-09-29 01:48:06
139467.0,9443711.0,right (correct),1,16.0,2739.097000005946,43.0,False,29/09/2023 01:48:09,2023-09-29 01:48:09
139467.0,9443711.0,club (tool),7,16.0,4006.875000011933,44.0,False,29/09/2023 01:48:13,2023-09-29 01:48:13
139467.0,9443711.0,party (celebration),5,16.0,4132.317999994033,45.0,False,29/09/2023 01:48:17,2023-09-29 01:48:17
139467.0,9443711.0,stick (thin piece of wood),6,16.0,2383.7369999999937,46.0,False,29/09/2023 01:48:19,2023-09-29 01:48:19
139467.0,9443711.0,stall (kiosk),5,16.0,3566.478999999992,47.0,False,29/09/2023 01:48:23,2023-09-29 01:48:23
139467.0,9443711.0,select (choose),4,16.0,3099.655999994051,48.0,False,29/09/2023 01:48:26,2023-09-29 01:48:26
139467.0,9443711.0,pride (lions),5,16.0,1994.639000011928,49.0,False,29/09/2023 01:48:28,2023-09-29 01:48:28
139467.0,9443711.0,bank (rely),3,16.0,3849.757999999973,50.0,False,29/09/2023 01:48:32,2023-09-29 01:48:32
139467.0,9443711.0,live (not recorded),5,16.0,2628.8009999940405,51.0,False,29/09/2023 01:48:34,2023-09-29 01:48:34
139467.0,9443711.0,sole (only),4,16.0,4365.806000005949,52.0,False,29/09/2023 01:48:39,2023-09-29 01:48:39
139467.0,9443739.0,boxer (dog),2,16.0,19667.127,1.0,False,29/09/2023 00:47:01,2023-09-29 00:47:01
139467.0,9443739.0,bass (guitar),6,16.0,3490.935999999998,2.0,False,29/09/2023 00:47:04,2023-09-29 00:47:04
139467.0,9443739.0,prick (stab),2,16.0,6029.756000000001,3.0,False,29/09/2023 00:47:10,2023-09-29 00:47:10
139467.0,9443739.0,book (read),7,16.0,2704.016999809264,4.0,False,29/09/2023 00:47:13,2023-09-29 00:47:13
139467.0,9443739.0,peer (look),4,16.0,2034.292999809266,5.0,False,29/09/2023 00:47:15,2023-09-29 00:47:15
139467.0,9443739.0,This is a test; click 1.,1,16.0,1618.218999999997,6.0,True,29/09/2023 00:47:17,2023-09-29 00:47:17
139467.0,9443739.0,drop (fall),6,16.0,5672.805000000008,7.0,False,29/09/2023 00:47:22,2023-09-29 00:47:22
139467.0,9443739.0,cock (bird),2,16.0,2901.894999999997,8.0,False,29/09/2023 00:47:25,2023-09-29 00:47:25
139467.0,9443739.0,stick (thin piece of wood),7,16.0,11619.953,9.0,False,29/09/2023 00:47:37,2023-09-29 00:47:37
139467.0,9443739.0,couch (express),3,16.0,9246.237999856952,10.0,False,29/09/2023 00:47:46,2023-09-29 00:47:46
139467.0,9443739.0,mass (religious),6,16.0,3600.095000000016,11.0,False,29/09/2023 00:47:49,2023-09-29 00:47:49
139467.0,9443739.0,bat (club),2,16.0,5824.322999999989,12.0,False,29/09/2023 00:47:55,2023-09-29 00:47:55
139467.0,9443739.0,kiwi (fruit),4,16.0,3019.9669999523176,13.0,False,29/09/2023 00:47:58,2023-09-29 00:47:58
139467.0,9443739.0,stall (kiosk),6,16.0,2703.3929999523098,14.0,False,29/09/2023 00:48:01,2023-09-29 00:48:01
