Experiment ID,participant,word,Response,list,Reaction Time,Trial Number,catch_trial,UTC Date and Time,dates
151231.0,9708986.0,groom (bride),4,16.0,47717.22,1.0,False,08/11/2023 17:41:42,2023-11-08 17:41:42
151231.0,9708986.0,nail (finger),6,16.0,9079.9,2.0,False,08/11/2023 17:41:51,2023-11-08 17:41:51
151231.0,9708986.0,hold (store),5,16.0,13106.580000000002,3.0,False,08/11/2023 17:42:04,2023-11-08 17:42:04
151231.0,9708986.0,process (understand),3,16.0,12163.51999999999,4.0,False,08/11/2023 17:42:17,2023-11-08 17:42:17
151231.0,9708986.0,hooker (prostitute),4,16.0,6248.419999999998,5.0,False,08/11/2023 17:42:23,2023-11-08 17:42:23
151231.0,9708986.0,star (celebrity),5,16.0,7198.159999999989,6.0,False,08/11/2023 17:42:30,2023-11-08 17:42:30
151231.0,9708986.0,This is a test; click 1.,1,16.0,6464.9800000000105,7.0,True,08/11/2023 17:42:37,2023-11-08 17:42:37
151231.0,9708986.0,stir (cook),6,16.0,8579.559999999998,8.0,False,08/11/2023 17:42:45,2023-11-08 17:42:45
151231.0,9708986.0,prick (stab),1,16.0,8064.100000000006,9.0,False,08/11/2023 17:42:53,2023-11-08 17:42:53
151231.0,9708986.0,boxer (dog),6,16.0,7062.179999999993,10.0,False,08/11/2023 17:43:00,2023-11-08 17:43:00
151231.0,9708986.0,drop (fall),3,16.0,4896.0,11.0,False,08/11/2023 17:43:05,2023-11-08 17:43:05
151231.0,9708986.0,bass (guitar),6,16.0,5526.920000000013,12.0,False,08/11/2023 17:43:11,2023-11-08 17:43:11
151231.0,9708986.0,mad (crazy),2,16.0,5562.679999999993,13.0,False,08/11/2023 17:43:16,2023-11-08 17:43:16
151231.0,9708986.0,tense (verb),2,16.0,10286.100000000006,14.0,False,08/11/2023 17:43:26,2023-11-08 17:43:26
151231.0,9708986.0,coast (glide),5,16.0,8338.420000000013,15.0,False,08/11/2023 17:43:35,2023-11-08 17:43:35
151231.0,9708986.0,club (tool),3,16.0,4882.059999999998,16.0,False,08/11/2023 17:43:40,2023-11-08 17:43:40
151231.0,9708986.0,cast (plaster bandage),3,16.0,5948.459999999992,17.0,False,08/11/2023 17:43:46,2023-11-08 17:43:46
151231.0,9708986.0,peer (look),3,16.0,7231.48000000001,18.0,False,08/11/2023 17:43:53,2023-11-08 17:43:53
151231.0,9708986.0,couch (express),4,16.0,7705.220000000001,19.0,False,08/11/2023 17:44:00,2023-11-08 17:44:00
151231.0,9708986.0,fork (road),3,16.0,5302.220000000001,20.0,False,08/11/2023 17:44:06,2023-11-08 17:44:06
151231.0,9708986.0,kiwi (fruit),5,16.0,4480.579999999987,21.0,False,08/11/2023 17:44:10,2023-11-08 17:44:10
151231.0,9708986.0,fast (quick),5,16.0,6728.059999999998,22.0,False,08/11/2023 17:44:17,2023-11-08 17:44:17
151231.0,9708986.0,cock (bird),4,16.0,8711.140000000014,23.0,False,08/11/2023 17:44:26,2023-11-08 17:44:26
151231.0,9708986.0,mass (religious),2,16.0,9077.380000000005,24.0,False,08/11/2023 17:44:35,2023-11-08 17:44:35
151231.0,9708986.0,deal (with),3,16.0,6095.040000000008,25.0,False,08/11/2023 17:44:41,2023-11-08 17:44:41
151231.0,9708986.0,contract (agreement),2,16.0,5423.279999999999,26.0,False,08/11/2023 17:44:46,2023-11-08 17:44:46
151231.0,9708986.0,sick (ill),3,16.0,6426.0199999999895,27.0,False,08/11/2023 17:44:53,2023-11-08 17:44:53
151231.0,9708986.0,plant (flower),6,16.0,4515.5,28.0,False,08/11/2023 17:44:57,2023-11-08 17:44:57
151231.0,9708986.0,pride (lions),6,16.0,5387.160000000004,29.0,False,08/11/2023 17:45:02,2023-11-08 17:45:02
151231.0,9708986.0,select (choose),5,16.0,4565.220000000001,30.0,False,08/11/2023 17:45:07,2023-11-08 17:45:07
151231.0,9708986.0,sole (only),4,16.0,5444.399999999994,31.0,False,08/11/2023 17:45:12,2023-11-08 17:45:12
151231.0,9708986.0,right (correct),7,16.0,7178.460000000021,32.0,False,08/11/2023 17:45:20,2023-11-08 17:45:20
151231.0,9708986.0,head (body),4,16.0,5281.959999999963,33.0,False,08/11/2023 17:45:25,2023-11-08 17:45:25
151231.0,9708986.0,watch (wrist),4,16.0,7187.340000000026,34.0,False,08/11/2023 17:45:32,2023-11-08 17:45:32
151231.0,9708986.0,book (read),5,16.0,6028.859999999986,35.0,False,08/11/2023 17:45:38,2023-11-08 17:45:38
151231.0,9708986.0,party (celebration),6,16.0,5315.280000000028,36.0,False,08/11/2023 17:45:43,2023-11-08 17:45:43
151231.0,9708986.0,live (to exist),7,16.0,4437.119999999995,37.0,False,08/11/2023 17:45:48,2023-11-08 17:45:48
151231.0,9708986.0,rocket (go quickly),5,16.0,8064.579999999958,38.0,False,08/11/2023 17:45:56,2023-11-08 17:45:56
151231.0,9708986.0,speaker (orator),3,16.0,6176.0,39.0,False,08/11/2023 17:46:02,2023-11-08 17:46:02
151231.0,9708986.0,bat (club),3,16.0,10348.280000000028,40.0,False,08/11/2023 17:46:12,2023-11-08 17:46:12
151231.0,9708986.0,stall (kiosk),4,16.0,4715.439999999944,41.0,False,08/11/2023 17:46:17,2023-11-08 17:46:17
151231.0,9708986.0,live (not recorded),5,16.0,5212.520000000019,42.0,False,08/11/2023 17:46:22,2023-11-08 17:46:22
151231.0,9708986.0,stick (thin piece of wood),4,16.0,5042.859999999986,43.0,False,08/11/2023 17:46:27,2023-11-08 17:46:27
151231.0,9708986.0,text (written work),3,16.0,5981.77999999997,44.0,False,08/11/2023 17:46:33,2023-11-08 17:46:33
151231.0,9708986.0,bank (rely),4,16.0,7581.380000000063,45.0,False,08/11/2023 17:46:41,2023-11-08 17:46:41
151231.0,9708986.0,range (outdoors),5,16.0,4941.979999999981,46.0,False,08/11/2023 17:46:46,2023-11-08 17:46:46
151231.0,9708986.0,present (show),3,16.0,6721.919999999984,47.0,False,08/11/2023 17:46:52,2023-11-08 17:46:52
151231.0,9708986.0,litter (animal babies),6,16.0,5384.979999999981,48.0,False,08/11/2023 17:46:58,2023-11-08 17:46:58
151231.0,9708986.0,tweet (Twitter),4,16.0,7138.039999999979,49.0,False,08/11/2023 17:47:05,2023-11-08 17:47:05
151231.0,9708986.0,poach (cook),4,16.0,10056.559999999998,50.0,False,08/11/2023 17:47:15,2023-11-08 17:47:15
151231.0,9708986.0,logs (wood),4,16.0,4648.799999999988,51.0,False,08/11/2023 17:47:20,2023-11-08 17:47:20
151231.0,9708986.0,patient (tolerant),5,16.0,6228.0,52.0,False,08/11/2023 17:47:26,2023-11-08 17:47:26
